"screen_peak_ID","peak_type","network_peak_id","compare","gene_symbol","CAT_geneClass","logFC","wilcox_p","mlog_wilcox_p","hit_score"
"CATG00000001318_P1","Enhancer","chr11_1351305_1352191","NSC_P1vsNSC_P2","CATG00000001318.1","LncRNA",0.509883837890555,0.00519435989291888,2.28446796342948,1.16481329273144
"CATG00000001318_P1","Enhancer","chr11_1351305_1352191","NSC_P0vsNeuron","CATG00000001318.1","LncRNA",0.0936861469590203,0.0343181831838512,1.46447571191056,0.137201086763968
"CATG00000001487_P1","Enhancer","chr11_7905810_7906718",NA,NA,NA,NA,NA,NA,NA
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","NSC_P0vsNSC_P1","CATG00000001642.1","LncRNA",-0.156700498498229,0.00637520704498579,2.19550570626111,-0.344036838626824
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","NSC_P1vsNSC_P2","CATG00000001642.1","LncRNA",-0.416067888175315,0.0487016067348518,1.31245671056012,-0.546071091884271
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","iPSvsNeuron","CATG00000001642.1","LncRNA",0.323970050960645,0.0853181324657349,1.06895865941931,0.346310591366897
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","iPSvsNSC_P1","CATG00000001642.1","LncRNA",-0.290566739511548,0.175825064292826,0.754919215108843,-0.219354414928793
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","iPSvsNSC_P0","CATG00000001642.1","LncRNA",-0.115087543096914,0.149175067667535,0.826303756482823,-0.0950972691853592
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","iPSvsNSC_P2","CATG00000001642.1","LncRNA",-0.545159183054348,0.0393956576073484,1.404551645715,-0.765704227735629
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","NSC_P1vsNeuron","CATG00000001642.1","LncRNA",0.357710871695373,0.0619137868857733,1.20821263205077,0.432190793804241
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","NSC_P0vsNSC_P2","CATG00000001642.1","LncRNA",-0.57943058675014,0.0107776157205065,1.96747730537896,-1.14001652947331
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","NSC_P2vsNeuron","CATG00000001642.1","LncRNA",0.717011925519534,0.00511773170338474,2.29092248570044,1.64261874268807
"CATG00000001642_P1","Enhancer","chr11_15843050_15844018","NSC_P0vsNeuron","CATG00000001642.1","LncRNA",-0.031363371092408,0.0176486294340648,1.75328901562089,-0.0549890540291606
"CATG00000002557_P1","Enhancer","chr11_63566885_63567871",NA,NA,NA,NA,NA,NA,NA
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","NSC_P2vsNeuron","CATG00000003410.1","LncRNA",-0.110802358028659,0.126757161600519,0.897027494276889,-0.0993927615824186
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","NSC_P1vsNSC_P2","CATG00000003410.1","LncRNA",0.167520070019933,0.159437100892732,0.79741061118248,0.133582281419927
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","NSC_P0vsNSC_P2","CATG00000003410.1","LncRNA",0.286409861216839,0.281018353515331,0.551265315076644,0.157887822384758
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","iPSvsNSC_P0","CATG00000003410.1","LncRNA",0.26035967256401,0.185986104861448,0.730519500983248,0.190197818077622
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","NSC_P0vsNeuron","CATG00000003410.1","LncRNA",-0.062934199264928,0.164622328868134,0.783511258755999,-0.0493096536848646
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","iPSvsNSC_P1","CATG00000003410.1","LncRNA",0.338884790657341,0.0250250681928971,1.60162473040175,0.542766261473817
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","iPSvsNSC_P2","CATG00000003410.1","LncRNA",0.453907649912539,0.0114642870764023,1.94065294733713,0.880877218621637
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","iPSvsNeuron","CATG00000003410.1","LncRNA",0.290595097964274,0.105251732623659,0.977770746202975,0.284135385779455
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","NSC_P1vsNeuron","CATG00000003410.1","LncRNA",-0.082334901838292,0.0502253132835687,1.29907734563196,-0.106959405732956
"CATG00000003410_P2","Enhancer","chr11_92228034_92229211","NSC_P0vsNSC_P1","CATG00000003410.1","LncRNA",0.0932261933384367,0.0925178567109617,1.03377443674647,0.0963748555084598
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","NSC_P1vsNSC_P2","CATG00000003973.1","LncRNA",-0.734574398647988,0.00944681339836072,2.02471466311978,-1.48730355609498
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","iPSvsNSC_P2","CATG00000003973.1","LncRNA",-1.07275777274379,0.00440575164054266,2.3559799883886,-2.52739584497268
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","NSC_P0vsNSC_P1","CATG00000003973.1","LncRNA",-0.496246390219789,0.00837157447034875,2.07719285509162,-1.03079945612955
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","NSC_P0vsNeuron","CATG00000003973.1","LncRNA",-0.593191006059177,0.00813798435159822,2.08948314957994,-1.23946261164302
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","NSC_P1vsNeuron","CATG00000003973.1","LncRNA",-0.352938802604533,0.0948660914310344,1.02288899237707,-0.361017216166921
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","NSC_P0vsNSC_P2","CATG00000003973.1","LncRNA",-0.902598646773276,0.0078077510493027,2.10747404263104,-1.90220321898858
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","NSC_P2vsNeuron","CATG00000003973.1","LncRNA",0.492508188910469,0.0706175971052024,1.15108706419724,0.566919805266053
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","iPSvsNSC_P1","CATG00000003973.1","LncRNA",-0.554307553580522,0.0118427394271411,1.92654782628883,-1.06790001244604
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","iPSvsNSC_P0","CATG00000003973.1","LncRNA",0.0972972203637037,0.103206691612065,0.986292143445431,0.0959634840237998
"CATG00000003973_P1","Enhancer","chr11_117906855_117907862","iPSvsNeuron","CATG00000003973.1","LncRNA",-0.914865638384541,0.0125881863642135,1.90003683611547,-1.73827841302692
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","NSC_P1vsNSC_P2","CATG00000003991.1","LncRNA",0.197075268970673,0.471346214272199,0.326659976706662,0.0643766027714191
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","iPSvsNSC_P1","CATG00000003991.1","LncRNA",0.0316892826088853,0.0505072499235442,1.29664627780609,0.0410897903411565
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","NSC_P0vsNSC_P1","CATG00000003991.1","LncRNA",0.244632360325401,0.0615790977923281,1.21056667832148,0.296143783849065
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","NSC_P1vsNeuron","CATG00000003991.1","LncRNA",0.144804265094553,0.935970029107889,0.0287380576737072,0.00416139332168607
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","NSC_P2vsNeuron","CATG00000003991.1","LncRNA",-0.250162866415119,0.475791664397125,0.322583170827636,-0.0806983306715196
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","NSC_P0vsNSC_P2","CATG00000003991.1","LncRNA",0.386610284744117,0.0186252192592143,1.72989860596188,0.668796592629373
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","iPSvsNeuron","CATG00000003991.1","LncRNA",0.04629485293703,0.0269502566440501,1.56943709472347,0.0726568594941428
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","NSC_P0vsNeuron","CATG00000003991.1","LncRNA",0.0964220521626923,0.0345225227000165,1.46189747614727,0.14095915470158
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","iPSvsNSC_P0","CATG00000003991.1","LncRNA",0.0696044155000253,0.194092916272174,0.711990314586109,0.0495576696884453
"CATG00000003991_P1","Enhancer","chr1_68975335_68976227","iPSvsNSC_P2","CATG00000003991.1","LncRNA",0.409078204040773,0.0140418969761036,1.85257421766182,0.757847733813338
"CATG00000004080_P1","Enhancer","chr11_121236262_121237184",NA,NA,NA,NA,NA,NA,NA
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","NSC_P0vsNSC_P2","CATG00000004087.1","LncRNA",0.446232858021098,0.0117817349752791,1.9287907507452,0.860689809229688
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","iPSvsNeuron","CATG00000004087.1","LncRNA",0.563871449552548,0.00873357364012438,2.05880801349791,1.16090305892147
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","NSC_P1vsNSC_P2","CATG00000004087.1","LncRNA",0.369918252683421,0.0476138639033156,1.32226657374922,0.489130540543004
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","iPSvsNSC_P1","CATG00000004087.1","LncRNA",0.203808243547948,0.00579779876673441,2.23673686245696,0.4558654112163
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","NSC_P2vsNeuron","CATG00000004087.1","LncRNA",-0.205637901554255,0.074436823159772,1.12821217011437,-0.232003183170292
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","NSC_P0vsNeuron","CATG00000004087.1","LncRNA",0.0777690068842303,0.210205244737068,0.677356452285171,0.0526773386008432
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","iPSvsNSC_P2","CATG00000004087.1","LncRNA",0.604044234386687,0.0099881816074124,2.00051356980687,1.20839868765417
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","NSC_P1vsNeuron","CATG00000004087.1","LncRNA",0.0460148503466467,0.0418731236850663,1.37806464005011,0.0634114381799115
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","iPSvsNSC_P0","CATG00000004087.1","LncRNA",0.184052886919094,0.0258122353672917,1.58817438345915,0.292308080206609
"CATG00000004087_P1","Enhancer","chr1_69692265_69693194","NSC_P0vsNSC_P1","CATG00000004087.1","LncRNA",0.284749666614659,0.128111675137977,0.892411290107378,0.254113817341234
"CATG00000005113_P1","Enhancer","chr11_27635455_27636384",NA,NA,NA,NA,NA,NA,NA
"CATG00000005770_P1","Enhancer","chr1_81245027_81245906",NA,NA,NA,NA,NA,NA,NA
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","NSC_P0vsNSC_P1","CATG00000006613.1","LncRNA",-0.0367751087101983,0.0741995347508347,1.12959881784467,-0.0415411193251494
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","NSC_P0vsNeuron","CATG00000006613.1","LncRNA",-0.134291153029913,0.249205395972936,0.603442558257252,-0.081036996935687
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","iPSvsNSC_P0","CATG00000006613.1","LncRNA",0.090518246989671,0.0409167989146376,1.38809835023086,0.125648229312152
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","NSC_P0vsNSC_P2","CATG00000006613.1","LncRNA",0.559036883058348,0.0172301228987315,1.76371162481253,0.985979849348973
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","NSC_P2vsNeuron","CATG00000006613.1","LncRNA",-0.382798884814368,0.00791979026211824,2.10128631957349,-0.80437005980842
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","NSC_P1vsNeuron","CATG00000006613.1","LncRNA",0.0565135983896343,0.216378611555167,0.664785670287478,0.0375694303858104
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","iPSvsNSC_P1","CATG00000006613.1","LncRNA",0.019021601697211,0.0309992464711498,1.50864886285602,0.0286969177701975
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","NSC_P1vsNSC_P2","CATG00000006613.1","LncRNA",0.692683167550919,0.00527202825431513,2.27802227089882,1.57794768235773
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","iPSvsNeuron","CATG00000006613.1","LncRNA",-0.078164418398741,0.0925184800777907,1.0337715105669,-0.0808041488806498
"CATG00000006613_P1","Enhancer","chr11_93116456_93117300","iPSvsNSC_P2","CATG00000006613.1","LncRNA",0.51184747047479,0.0124401268206713,1.90517519221457,0.975159102946351
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","iPSvsNSC_P1","CATG00000006660.1","LncRNA",0.504780137310808,0.00515200918074286,2.28802337174638,1.15494875176047
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","NSC_P1vsNeuron","CATG00000006660.1","LncRNA",-0.334856148100513,0.0592818351016993,1.22707836099691,-0.410894733380916
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","NSC_P0vsNSC_P1","CATG00000006660.1","LncRNA",-0.00941445260593566,0.0291784951693636,1.53493710985497,-0.0144505926738215
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","NSC_P1vsNSC_P2","CATG00000006660.1","LncRNA",-0.532526373266678,0.0117817258238626,1.92879108808186,-1.02713212292532
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","iPSvsNSC_P0","CATG00000006660.1","LncRNA",0.376165313082715,0.0137381561943995,1.86207155026995,0.700446727689712
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","iPSvsNeuron","CATG00000006660.1","LncRNA",0.581365612999227,0.00661085921941388,2.17974209119522,1.26722709702792
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","NSC_P2vsNeuron","CATG00000006660.1","LncRNA",0.63571615509402,0.00584573918315919,2.23316056527718,1.4196562482656
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","iPSvsNSC_P2","CATG00000006660.1","LncRNA",-0.433683317575567,0.115248431829647,0.938364975286379,-0.406953235578911
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","NSC_P0vsNSC_P2","CATG00000006660.1","LncRNA",-0.56655075015261,0.00576047592914816,2.23954163378788,-1.26881399262053
"CATG00000006660_P2","Enhancer","chr11_95153050_95153883","NSC_P0vsNeuron","CATG00000006660.1","LncRNA",-0.201179478160363,0.00503845955964614,2.29770222288077,-0.462250534167058
"CATG00000006709_P1","Enhancer","chr11_98494879_98495541",NA,NA,NA,NA,NA,NA,NA
"CATG00000006713_P1","Enhancer","chr11_99422650_99423912",NA,NA,NA,NA,NA,NA,NA
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","NSC_P2vsNeuron","CATG00000007708.1","LncRNA",-0.484649988107922,0.131603740592171,0.880731766531701,-0.426846640175858
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","NSC_P1vsNSC_P2","CATG00000007708.1","LncRNA",0.303054793584396,0.115803580974497,0.936278010786319,0.283743539296457
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","NSC_P0vsNSC_P2","CATG00000007708.1","LncRNA",0.180150421536388,0.229951473565018,0.638363803054042,0.115001508213758
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","NSC_P0vsNSC_P1","CATG00000007708.1","LncRNA",0.127713823220578,0.0539960111269285,1.26763832183536,0.161894936542511
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","iPSvsNSC_P0","CATG00000007708.1","LncRNA",0.0532594308181233,0.141229331365313,0.85007509700085,0.0452745158189263
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","NSC_P1vsNeuron","CATG00000007708.1","LncRNA",-0.211072949617554,0.276801069195716,0.557832236668666,-0.117743295585413
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","iPSvsNeuron","CATG00000007708.1","LncRNA",-0.133247516993413,0.130535030288501,0.884272925724351,-0.11782717169727
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","iPSvsNSC_P1","CATG00000007708.1","LncRNA",-0.0300878414273343,0.472616657243628,0.325490975844769,-0.00979332086724571
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","iPSvsNSC_P2","CATG00000007708.1","LncRNA",0.123605481395129,0.408842191395191,0.388444292558726,0.0480138437769115
"CATG00000007708_P1","Enhancer","chr12_4027212_4028140","NSC_P0vsNeuron","CATG00000007708.1","LncRNA",-0.36083744584711,0.0967784710383853,1.01422124340571,-0.365969002994397
"CATG00000007806_P1","Enhancer","chr1_91135566_91136470",NA,NA,NA,NA,NA,NA,NA
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","NSC_P2vsNeuron","CATG00000007831.1","LncRNA",-0.518768832903341,0.0581767716061019,1.23525038265165,-0.6408093993516
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","iPSvsNSC_P0","CATG00000007831.1","LncRNA",0.319479703810829,0.0707683339903947,1.15016102832148,0.367453104662904
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","NSC_P1vsNSC_P2","CATG00000007831.1","LncRNA",0.279364348665654,0.534040037032097,0.27242618265251,0.0761061630761889
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","NSC_P0vsNeuron","CATG00000007831.1","LncRNA",-0.235478507363032,0.0168623584892323,1.77308168195182,-0.417522627898749
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","iPSvsNeuron","CATG00000007831.1","LncRNA",0.0205999468366063,0.0222204485719919,1.65324717805157,0.0340568039756317
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","NSC_P1vsNeuron","CATG00000007831.1","LncRNA",-0.213433920775576,0.0586385561954148,1.23181673147886,-0.262911474676488
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","NSC_P0vsNSC_P1","CATG00000007831.1","LncRNA",0.0242938253911072,0.426632012870952,0.369946559829918,0.00898741712854884
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","iPSvsNSC_P1","CATG00000007831.1","LncRNA",0.346458433316283,0.0194423476659998,1.71125129512839,0.592877442720643
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","iPSvsNSC_P2","CATG00000007831.1","LncRNA",0.448918530536734,0.0333987145211602,1.47627024837138,0.662725070573978
"CATG00000007831_P1","Enhancer","chr12_6716161_6717086","NSC_P0vsNSC_P2","CATG00000007831.1","LncRNA",0.26777058180399,0.37823384507034,0.422239612271429,0.113063346638612
"CATG00000007858_P1","Enhancer","chr12_7862320_7863268",NA,NA,NA,NA,NA,NA,NA
"CATG00000007860_P1","Enhancer","chr12_7881385_7882200",NA,NA,NA,NA,NA,NA,NA
"CATG00000008097_P1","Enhancer","chr12_14259975_14261064",NA,NA,NA,NA,NA,NA,NA
"CATG00000008177_P1","Enhancer","chr12_16796016_16796917","NSC_P0vsNeuron","CATG00000008177.1","LncRNA",-0.252556671783343,0.028476847933509,1.54550808388501,-0.390328377880249
