"enhancer","compare","mean_hit_score","triplet_pairs","cum_abs_estimate_total","has_triplet","hit_sign","contrast"
"chr15_74610062_74611071","iPSvsNSC_P0",-0.289350305460198,0,0.122454758909226,FALSE,"negative","iPSvsNSC_P0"
"chr15_93241617_93242532","iPSvsNSC_P0",-0.388710452033594,4,0.983960467208735,TRUE,"negative","iPSvsNSC_P0"
"chr15_95845690_95847201","iPSvsNSC_P0",0.178694900908443,6,1.08118246972189,TRUE,"positive","iPSvsNSC_P0"
"chr16_13439395_13440375","iPSvsNSC_P0",0.743687412885432,0,0.495063629094404,FALSE,"positive","iPSvsNSC_P0"
"chr16_28981273_28982166","iPSvsNSC_P0",0.662952409293749,0,0.116850004853192,FALSE,"positive","iPSvsNSC_P0"
"chr16_29745515_29746370","iPSvsNSC_P0",-0.0418319311449027,0,0.111282624835741,FALSE,"negative","iPSvsNSC_P0"
"chr16_30740095_30740943","iPSvsNSC_P0",-0.214730903680026,10,2.52447020577414,TRUE,"negative","iPSvsNSC_P0"
"chr16_53043824_53044786","iPSvsNSC_P0",-0.0327946269369927,6,1.37097185033318,TRUE,"negative","iPSvsNSC_P0"
"chr16_56547087_56548123","iPSvsNSC_P0",-0.161124080788843,13,3.56476987262359,TRUE,"negative","iPSvsNSC_P0"
"chr17_21012855_21013708","iPSvsNSC_P0",0.0767977545931641,0,0.41047261399138,FALSE,"positive","iPSvsNSC_P0"
"chr17_58658619_58659733","iPSvsNSC_P0",0.685158915509256,7,2.13127492723802,TRUE,"positive","iPSvsNSC_P0"
"chr17_65452851_65453903","iPSvsNSC_P0",0.233013347922846,1,0.665595477385543,TRUE,"positive","iPSvsNSC_P0"
"chr17_72030069_72031022","iPSvsNSC_P0",-0.184047389784514,0,0.12912610642987,FALSE,"negative","iPSvsNSC_P0"
"chr17_77546491_77547469","iPSvsNSC_P0",-0.133495315191791,0,0.315113374392827,FALSE,"negative","iPSvsNSC_P0"
"chr17_77548091_77548960","iPSvsNSC_P0",0.000373086814526378,0,0.458876826542938,FALSE,"positive","iPSvsNSC_P0"
"chr18_24987194_24988116","iPSvsNSC_P0",-0.119535226033919,0,2.02039871579347,FALSE,"negative","iPSvsNSC_P0"
"chr18_29361571_29362492","iPSvsNSC_P0",0.349677393252539,0,0.270453536778883,FALSE,"positive","iPSvsNSC_P0"
"chr18_50400127_50401025","iPSvsNSC_P0",0.157106497078177,0,0.120062065038753,FALSE,"positive","iPSvsNSC_P0"
"chr18_6556971_6557930","iPSvsNSC_P0",0.409979396443061,0,0.953350351487537,FALSE,"positive","iPSvsNSC_P0"
"chr19_19930102_19930984","iPSvsNSC_P0",0.0528553238706319,0,0.270830770232877,FALSE,"positive","iPSvsNSC_P0"
"chr19_19956434_19957309","iPSvsNSC_P0",0.0528553238706319,0,1.50821043795832,FALSE,"positive","iPSvsNSC_P0"
"chr19_19991874_19992784","iPSvsNSC_P0",0.0528553238706319,0,0.235517544208226,FALSE,"positive","iPSvsNSC_P0"
"chr19_20067644_20068513","iPSvsNSC_P0",0.0528553238706319,0,0.431054047167359,FALSE,"positive","iPSvsNSC_P0"
"chr19_20068736_20069507","iPSvsNSC_P0",0.0528553238706319,0,0.130479448812968,FALSE,"positive","iPSvsNSC_P0"
"chr19_20082267_20083254","iPSvsNSC_P0",0.0528553238706319,8,1.67016474638643,TRUE,"positive","iPSvsNSC_P0"
"chr19_20102719_20103705","iPSvsNSC_P0",0.0528553238706319,0,0.391205480595986,FALSE,"positive","iPSvsNSC_P0"
"chr19_20151438_20153026","iPSvsNSC_P0",0.0528553238706319,0,0.348004086709725,FALSE,"positive","iPSvsNSC_P0"
"chr19_20176680_20177560","iPSvsNSC_P0",0.0528553238706319,1,0.371262466715166,TRUE,"positive","iPSvsNSC_P0"
"chr19_21482507_21483376","iPSvsNSC_P0",-0.145581745552086,1,0.554113530123526,TRUE,"negative","iPSvsNSC_P0"
"chr19_51417121_51418047","iPSvsNSC_P0",0.0968043894072347,0,0.248030054711732,FALSE,"positive","iPSvsNSC_P0"
"chr19_782094_783114","iPSvsNSC_P0",-0.222167154661899,60,5.00566516534356,TRUE,"negative","iPSvsNSC_P0"
"chr19_8160877_8161831","iPSvsNSC_P0",0.238017712540632,6,1.27495905030649,TRUE,"positive","iPSvsNSC_P0"
"chr1_112825391_112826222","iPSvsNSC_P0",0.00649817453810167,0,1.16771642891388,FALSE,"positive","iPSvsNSC_P0"
"chr1_1162284_1163205","iPSvsNSC_P0",-0.206993488128416,0,0.147449968538688,FALSE,"negative","iPSvsNSC_P0"
"chr1_182614610_182615539","iPSvsNSC_P0",-0.0195543104905345,0,0.116103705405082,FALSE,"negative","iPSvsNSC_P0"
"chr1_209427952_209429017","iPSvsNSC_P0",-0.0621787437142231,0,0.286682213502102,FALSE,"negative","iPSvsNSC_P0"
"chr1_212564818_212565695","iPSvsNSC_P0",0.422813135415921,0,0.193020217319711,FALSE,"positive","iPSvsNSC_P0"
"chr1_235971510_235972417","iPSvsNSC_P0",-0.915694369002451,0,0.298738547752964,FALSE,"negative","iPSvsNSC_P0"
"chr1_26171523_26172394","iPSvsNSC_P0",-0.103807241768125,0,0.11599569968806,FALSE,"negative","iPSvsNSC_P0"
"chr1_27044276_27045208","iPSvsNSC_P0",0.167208912150094,0,0.148882137373738,FALSE,"positive","iPSvsNSC_P0"
"chr1_37325747_37326669","iPSvsNSC_P0",-0.362223945525832,1,0.598726638252187,TRUE,"negative","iPSvsNSC_P0"
"chr1_39896482_39897491","iPSvsNSC_P0",0.332533166906778,2,1.23118416241309,TRUE,"positive","iPSvsNSC_P0"
"chr1_43007108_43007918","iPSvsNSC_P0",-1.22482578494628,3,0.992966881938138,TRUE,"negative","iPSvsNSC_P0"
"chr1_82847839_82848731","iPSvsNSC_P0",0.912520979901306,0,1.34196291527692,FALSE,"positive","iPSvsNSC_P0"
"chr1_90835800_90836423","iPSvsNSC_P0",-0.964579836062202,1,0.475926377020029,TRUE,"negative","iPSvsNSC_P0"
"chr1_98209791_98210741","iPSvsNSC_P0",0.00788549498291436,0,0.393912299472383,FALSE,"positive","iPSvsNSC_P0"
"chr20_44695422_44696652","iPSvsNSC_P0",0.726819297401272,0,1.44121533396773,FALSE,"positive","iPSvsNSC_P0"
"chr20_44738462_44739461","iPSvsNSC_P0",0.103809701444195,12,4.58657665587205,TRUE,"positive","iPSvsNSC_P0"
"chr20_47317075_47320378","iPSvsNSC_P0",-0.35999871456618,1,0.653957309867879,TRUE,"negative","iPSvsNSC_P0"
"chr20_48275378_48276438","iPSvsNSC_P0",0.180931014768833,0,0.636204348396151,FALSE,"positive","iPSvsNSC_P0"
"chr20_53735529_53736491","iPSvsNSC_P0",-0.0780385070474597,0,1.28579830255332,FALSE,"negative","iPSvsNSC_P0"
"chr21_42925369_42926219","iPSvsNSC_P0",0.637845154930336,6,1.90373064856715,TRUE,"positive","iPSvsNSC_P0"
"chr22_27669093_27670000","iPSvsNSC_P0",-0.481860463059216,0,0.86502933938222,FALSE,"negative","iPSvsNSC_P0"
"chr22_27670392_27671307","iPSvsNSC_P0",-2.06059680383261,0,0.338860314226159,FALSE,"negative","iPSvsNSC_P0"
"chr22_39174392_39175354","iPSvsNSC_P0",1.28557386897632,0,0.743356163344611,FALSE,"positive","iPSvsNSC_P0"
"chr22_46561204_46562150","iPSvsNSC_P0",0.0248540531650545,2,0.556163047213842,TRUE,"positive","iPSvsNSC_P0"
"chr2_11515198_11516228","iPSvsNSC_P0",0.660438977491786,0,0.71771291956351,FALSE,"positive","iPSvsNSC_P0"
"chr2_164313856_164314822","iPSvsNSC_P0",0.538067357313388,0,0.618608072463681,FALSE,"positive","iPSvsNSC_P0"
"chr2_174787516_174789332","iPSvsNSC_P0",-0.0930066891157773,1,0.5165274516908,TRUE,"negative","iPSvsNSC_P0"
"chr2_213187900_213188775","iPSvsNSC_P0",1.04219012722093,0,0.108727018392247,FALSE,"positive","iPSvsNSC_P0"
"chr2_22694225_22695811","iPSvsNSC_P0",-0.274140293425985,0,0.58275925838008,FALSE,"negative","iPSvsNSC_P0"
"chr2_231682632_231683458","iPSvsNSC_P0",0.673989761318528,0,0.171121619559235,FALSE,"positive","iPSvsNSC_P0"
"chr2_45444928_45446605","iPSvsNSC_P0",0.768615111829853,0,0.24409736102541,FALSE,"positive","iPSvsNSC_P0"
"chr2_5981295_5982178","iPSvsNSC_P0",0.187617537050603,0,0.131392502651391,FALSE,"positive","iPSvsNSC_P0"
"chr3_112301779_112302596","iPSvsNSC_P0",0.678544158104259,1,0.593971815828482,TRUE,"positive","iPSvsNSC_P0"
"chr3_112321577_112322644","iPSvsNSC_P0",0.600792043205527,0,0.150386059905512,FALSE,"positive","iPSvsNSC_P0"
"chr3_134326609_134327550","iPSvsNSC_P0",0.242431438047043,0,0.120558251817127,FALSE,"positive","iPSvsNSC_P0"
"chr3_147939544_147940464","iPSvsNSC_P0",0.0449673559704696,0,0.731373931909356,FALSE,"positive","iPSvsNSC_P0"
"chr3_167895471_167896389","iPSvsNSC_P0",0.872555743318934,0,0.300783416824555,FALSE,"positive","iPSvsNSC_P0"
"chr3_182237813_182238749","iPSvsNSC_P0",0.197209995231273,0,0.198597371197634,FALSE,"positive","iPSvsNSC_P0"
"chr3_50267115_50268060","iPSvsNSC_P0",-0.344091341419713,10,3.71173392158483,TRUE,"negative","iPSvsNSC_P0"
"chr4_113872144_113873109","iPSvsNSC_P0",0.349114398103825,0,0.799024858034678,FALSE,"positive","iPSvsNSC_P0"
"chr4_28436045_28437366","iPSvsNSC_P0",-0.176492360795353,0,0.470691711466966,FALSE,"negative","iPSvsNSC_P0"
"chr4_79211196_79212090","iPSvsNSC_P0",0.18806069070267,0,2.09714571942077,FALSE,"positive","iPSvsNSC_P0"
"chr5_110179031_110179966","iPSvsNSC_P0",-0.0514785843050351,2,0.798231817840003,TRUE,"negative","iPSvsNSC_P0"
"chr5_141325815_141326773","iPSvsNSC_P0",0.041016866601879,1,0.593929211152271,TRUE,"positive","iPSvsNSC_P0"
"chr5_166073557_166074860","iPSvsNSC_P0",0.0259349123726808,0,0.683270397298548,FALSE,"positive","iPSvsNSC_P0"
"chr5_76807012_76808876","iPSvsNSC_P0",0.234401226570731,2,2.11273330488684,TRUE,"positive","iPSvsNSC_P0"
"chr6_113586395_113587870","iPSvsNSC_P0",0.20802004740744,0,0.330540999905161,FALSE,"positive","iPSvsNSC_P0"
"chr6_113995534_113996377","iPSvsNSC_P0",0.0455642748705727,0,0.347712204376127,FALSE,"positive","iPSvsNSC_P0"
"chr6_122832824_122833751","iPSvsNSC_P0",0.883498117265843,0,0.160612748735464,FALSE,"positive","iPSvsNSC_P0"
"chr6_12365098_12365984","iPSvsNSC_P0",0.134605406719063,0,0.145276712619058,FALSE,"positive","iPSvsNSC_P0"
"chr6_147131430_147132390","iPSvsNSC_P0",0.358767860962006,0,0.191793036104599,FALSE,"positive","iPSvsNSC_P0"
"chr6_167441698_167442854","iPSvsNSC_P0",-0.872870713478795,2,1.06546894637206,TRUE,"negative","iPSvsNSC_P0"
"chr6_22147752_22148710","iPSvsNSC_P0",0.0504499631084708,0,0.767454485726084,FALSE,"positive","iPSvsNSC_P0"
"chr6_22222292_22223152","iPSvsNSC_P0",0.721143969144132,0,0.927922516659029,FALSE,"positive","iPSvsNSC_P0"
"chr6_30517950_30518766","iPSvsNSC_P0",-0.439398260849846,0,0.126886293604964,FALSE,"negative","iPSvsNSC_P0"
"chr6_3165708_3166803","iPSvsNSC_P0",-0.0210262682294133,4,0.846026494277524,TRUE,"negative","iPSvsNSC_P0"
"chr6_44216556_44217803","iPSvsNSC_P0",-0.332929016943863,7,2.29511281026489,TRUE,"negative","iPSvsNSC_P0"
"chr6_57069727_57070671","iPSvsNSC_P0",-0.269398060827562,2,0.615151682616239,TRUE,"negative","iPSvsNSC_P0"
"chr7_11082615_11083553","iPSvsNSC_P0",0.0854944240944872,0,0.138701210411761,FALSE,"positive","iPSvsNSC_P0"
"chr7_128879760_128880663","iPSvsNSC_P0",-0.743125203623226,0,1.11751817699305,FALSE,"negative","iPSvsNSC_P0"
"chr7_136813_137690","iPSvsNSC_P0",0.116292913925199,3,1.3348809917951,TRUE,"positive","iPSvsNSC_P0"
"chr7_14376498_14377380","iPSvsNSC_P0",0.781609698929844,3,1.22932095861999,TRUE,"positive","iPSvsNSC_P0"
"chr7_20834527_20835736","iPSvsNSC_P0",-0.358571305955519,16,2.73742388050372,TRUE,"negative","iPSvsNSC_P0"
"chr7_42076074_42076954","iPSvsNSC_P0",0.942715806777381,0,0.291176906961624,FALSE,"positive","iPSvsNSC_P0"
"chr7_66664310_66665403","iPSvsNSC_P0",0.148682431993158,1,0.385217139346827,TRUE,"positive","iPSvsNSC_P0"
"chr8_143405758_143406679","iPSvsNSC_P0",0.00975018839628179,0,0.113086801357767,FALSE,"positive","iPSvsNSC_P0"
"chr8_143884564_143885853","iPSvsNSC_P0",0.0987389867180249,4,1.00152540271517,TRUE,"positive","iPSvsNSC_P0"
"chr8_79665795_79666751","iPSvsNSC_P0",-0.0791525475188593,0,0.413032476360516,FALSE,"negative","iPSvsNSC_P0"
"chr9_129336388_129337339","iPSvsNSC_P0",1.19834540795151,3,1.24887243226376,TRUE,"positive","iPSvsNSC_P0"
"chr9_17520082_17521158","iPSvsNSC_P0",0.758035212007478,0,0.11172305886876,FALSE,"positive","iPSvsNSC_P0"
"chr9_22237585_22238436","iPSvsNSC_P0",0.676288733754613,0,0.400185576811987,FALSE,"positive","iPSvsNSC_P0"
"chr9_6492707_6493535","iPSvsNSC_P0",0.921712953447526,0,0.10745469819644,FALSE,"positive","iPSvsNSC_P0"
"chr9_90433274_90434174","iPSvsNSC_P0",0.227780249151657,1,0.674716024967576,TRUE,"positive","iPSvsNSC_P0"
"chr9_97306824_97307748","iPSvsNSC_P0",-0.279827361924674,2,0.818324764483196,TRUE,"negative","iPSvsNSC_P0"
"chrX_114057029_114057863","iPSvsNSC_P0",0.274558999400799,0,0.10918809222482,FALSE,"positive","iPSvsNSC_P0"
"chrX_46327254_46328230","iPSvsNSC_P0",0.0265514157678538,1,0.471761673696593,TRUE,"positive","iPSvsNSC_P0"
"chrX_51456218_51457447","iPSvsNSC_P0",-0.00028957153806761,0,0.287271002404636,FALSE,"negative","iPSvsNSC_P0"
"chrX_74249748_74250608","iPSvsNSC_P0",1.25480444513404,0,0.57026363156205,FALSE,"positive","iPSvsNSC_P0"
"chr10_131751173_131752300","NSC_P0vsNSC_P2",0.96758411588142,1,0.687581496497974,TRUE,"positive","NSC_P0vsNSC_P2"
"chr10_21293640_21294509","NSC_P0vsNSC_P2",0.978456543966519,0,0.158283687373931,FALSE,"positive","NSC_P0vsNSC_P2"
"chr10_21315539_21316448","NSC_P0vsNSC_P2",0.800334544543683,0,0.396911883837315,FALSE,"positive","NSC_P0vsNSC_P2"
"chr10_31133591_31134616","NSC_P0vsNSC_P2",-1.55635384077638,3,1.04763501298929,TRUE,"negative","NSC_P0vsNSC_P2"
"chr10_53029909_53030839","NSC_P0vsNSC_P2",0.0819241375584536,0,0.606457876133161,FALSE,"positive","NSC_P0vsNSC_P2"
"chr10_90294758_90295631","NSC_P0vsNSC_P2",0.000287881709169112,0,0.356766241999539,FALSE,"positive","NSC_P0vsNSC_P2"
"chr10_93815144_93815838","NSC_P0vsNSC_P2",-0.981155426646107,0,0.343845468945897,FALSE,"negative","NSC_P0vsNSC_P2"
"chr11_122202659_122203569","NSC_P0vsNSC_P2",-0.830796099018366,0,0.157960492523386,FALSE,"negative","NSC_P0vsNSC_P2"
"chr11_125938625_125939675","NSC_P0vsNSC_P2",-1.25139560415029,3,1.13362819252064,TRUE,"negative","NSC_P0vsNSC_P2"
"chr11_1351305_1352191","NSC_P0vsNSC_P2",1.18595761498126,0,0.35727192759887,FALSE,"positive","NSC_P0vsNSC_P2"
"chr11_15552152_15553105","NSC_P0vsNSC_P2",0.88749434372677,0,0.323136016684285,FALSE,"positive","NSC_P0vsNSC_P2"
"chr11_65419798_65420618","NSC_P0vsNSC_P2",0.196412517931226,12,1.61827126066987,TRUE,"positive","NSC_P0vsNSC_P2"
"chr11_66316576_66317577","NSC_P0vsNSC_P2",-0.914107107650968,20,4.17216974376809,TRUE,"negative","NSC_P0vsNSC_P2"
"chr11_93116456_93117300","NSC_P0vsNSC_P2",0.985979849348973,2,0.63721900333388,TRUE,"positive","NSC_P0vsNSC_P2"
"chr12_110936780_110937739","NSC_P0vsNSC_P2",0.223200976742798,12,1.81667411704257,TRUE,"positive","NSC_P0vsNSC_P2"
"chr12_120413738_120414677","NSC_P0vsNSC_P2",0.660074186054731,5,1.04317772379671,TRUE,"positive","NSC_P0vsNSC_P2"
"chr12_130633431_130634438","NSC_P0vsNSC_P2",-2.04487984863597,2,0.62611198571534,TRUE,"negative","NSC_P0vsNSC_P2"
"chr12_16796016_16796917","NSC_P0vsNSC_P2",-1.19894891869121,0,1.39250331956787,FALSE,"negative","NSC_P0vsNSC_P2"
"chr12_31368484_31369465","NSC_P0vsNSC_P2",-0.0977884576194212,0,0.347263052383733,FALSE,"negative","NSC_P0vsNSC_P2"
"chr12_50169937_50170924","NSC_P0vsNSC_P2",-0.941709803509796,0,0.134032474400752,FALSE,"negative","NSC_P0vsNSC_P2"
"chr12_57893434_57894392","NSC_P0vsNSC_P2",-1.60192032346963,12,2.21048947880568,TRUE,"negative","NSC_P0vsNSC_P2"
"chr12_6716161_6717086","NSC_P0vsNSC_P2",0.113063346638612,12,2.7645867533794,TRUE,"positive","NSC_P0vsNSC_P2"
"chr12_70983440_70984354","NSC_P0vsNSC_P2",-0.939566469910369,0,0.277864603950401,FALSE,"negative","NSC_P0vsNSC_P2"
"chr12_84986331_84987238","NSC_P0vsNSC_P2",-0.902784387903171,0,0.411798712299873,FALSE,"negative","NSC_P0vsNSC_P2"
"chr12_85317578_85318522","NSC_P0vsNSC_P2",-0.915048288904673,0,0.29536454279898,FALSE,"negative","NSC_P0vsNSC_P2"
"chr12_96985205_96986170","NSC_P0vsNSC_P2",1.09053152511832,0,0.267040275582992,FALSE,"positive","NSC_P0vsNSC_P2"
"chr13_30862372_30863800","NSC_P0vsNSC_P2",0.796051303496057,4,3.49540896310611,TRUE,"positive","NSC_P0vsNSC_P2"
"chr13_44527671_44528563","NSC_P0vsNSC_P2",0.0434234210469905,0,0.450193875541103,FALSE,"positive","NSC_P0vsNSC_P2"
"chr14_41403170_41404854","NSC_P0vsNSC_P2",-1.31232213635409,0,0.377486089954297,FALSE,"negative","NSC_P0vsNSC_P2"
"chr14_77075837_77076865","NSC_P0vsNSC_P2",0.184957833173341,1,0.537502486864302,TRUE,"positive","NSC_P0vsNSC_P2"
"chr14_90454021_90454932","NSC_P0vsNSC_P2",-1.41701074763719,0,0.185635888500027,FALSE,"negative","NSC_P0vsNSC_P2"
"chr14_95943411_95944354","NSC_P0vsNSC_P2",-0.347239597195366,0,1.31907252347709,FALSE,"negative","NSC_P0vsNSC_P2"
"chr15_38068488_38069984","NSC_P0vsNSC_P2",-1.03764001733184,0,0.126168201536769,FALSE,"negative","NSC_P0vsNSC_P2"
"chr15_58768199_58769227","NSC_P0vsNSC_P2",-0.115630326480033,0,1.35722210407488,FALSE,"negative","NSC_P0vsNSC_P2"
"chr15_60118058_60119579","NSC_P0vsNSC_P2",0.149135014584578,0,0.387804792210435,FALSE,"positive","NSC_P0vsNSC_P2"
"chr15_74610062_74611071","NSC_P0vsNSC_P2",-0.988022312617991,0,0.122454758909226,FALSE,"negative","NSC_P0vsNSC_P2"
"chr15_93241617_93242532","NSC_P0vsNSC_P2",0.951398549842965,4,0.983960467208735,TRUE,"positive","NSC_P0vsNSC_P2"
"chr15_95845690_95847201","NSC_P0vsNSC_P2",-0.855992782472844,6,1.08118246972189,TRUE,"negative","NSC_P0vsNSC_P2"
"chr16_13439395_13440375","NSC_P0vsNSC_P2",-1.32428094701449,0,0.495063629094404,FALSE,"negative","NSC_P0vsNSC_P2"
"chr16_28981273_28982166","NSC_P0vsNSC_P2",0.70069414896709,0,0.116850004853192,FALSE,"positive","NSC_P0vsNSC_P2"
"chr16_29745515_29746370","NSC_P0vsNSC_P2",1.35025254165869,0,0.111282624835741,FALSE,"positive","NSC_P0vsNSC_P2"
"chr16_30740095_30740943","NSC_P0vsNSC_P2",1.08310844338213,10,2.52447020577414,TRUE,"positive","NSC_P0vsNSC_P2"
"chr16_53043824_53044786","NSC_P0vsNSC_P2",0.350499677299829,6,1.37097185033318,TRUE,"positive","NSC_P0vsNSC_P2"
"chr16_56547087_56548123","NSC_P0vsNSC_P2",0.222558494214989,13,3.56476987262359,TRUE,"positive","NSC_P0vsNSC_P2"
"chr17_21012855_21013708","NSC_P0vsNSC_P2",0.293015138660267,0,0.41047261399138,FALSE,"positive","NSC_P0vsNSC_P2"
"chr17_58658619_58659733","NSC_P0vsNSC_P2",1.03276618574813,7,2.13127492723802,TRUE,"positive","NSC_P0vsNSC_P2"
"chr17_65452851_65453903","NSC_P0vsNSC_P2",0.295225176386561,1,0.665595477385543,TRUE,"positive","NSC_P0vsNSC_P2"
"chr17_72030069_72031022","NSC_P0vsNSC_P2",0.0212963693464882,0,0.12912610642987,FALSE,"positive","NSC_P0vsNSC_P2"
"chr17_77546491_77547469","NSC_P0vsNSC_P2",-1.5167981105502,0,0.315113374392827,FALSE,"negative","NSC_P0vsNSC_P2"
"chr17_77548091_77548960","NSC_P0vsNSC_P2",-1.22605266630468,0,0.458876826542938,FALSE,"negative","NSC_P0vsNSC_P2"
"chr18_24987194_24988116","NSC_P0vsNSC_P2",-1.34317099230194,0,2.02039871579347,FALSE,"negative","NSC_P0vsNSC_P2"
"chr18_29361571_29362492","NSC_P0vsNSC_P2",-1.71918306367789,0,0.270453536778883,FALSE,"negative","NSC_P0vsNSC_P2"
"chr18_50400127_50401025","NSC_P0vsNSC_P2",-0.247855684040172,0,0.120062065038753,FALSE,"negative","NSC_P0vsNSC_P2"
"chr18_6556971_6557930","NSC_P0vsNSC_P2",0.0340966803639215,0,0.953350351487537,FALSE,"positive","NSC_P0vsNSC_P2"
"chr19_19930102_19930984","NSC_P0vsNSC_P2",0.00303797336323589,0,0.270830770232877,FALSE,"positive","NSC_P0vsNSC_P2"
"chr19_19956434_19957309","NSC_P0vsNSC_P2",0.00303797336323589,0,1.50821043795832,FALSE,"positive","NSC_P0vsNSC_P2"
"chr19_19991874_19992784","NSC_P0vsNSC_P2",0.00303797336323589,0,0.235517544208226,FALSE,"positive","NSC_P0vsNSC_P2"
"chr19_20067644_20068513","NSC_P0vsNSC_P2",0.00303797336323589,0,0.431054047167359,FALSE,"positive","NSC_P0vsNSC_P2"
"chr19_20068736_20069507","NSC_P0vsNSC_P2",0.00303797336323589,0,0.130479448812968,FALSE,"positive","NSC_P0vsNSC_P2"
"chr19_20082267_20083254","NSC_P0vsNSC_P2",0.00303797336323589,8,1.67016474638643,TRUE,"positive","NSC_P0vsNSC_P2"
"chr19_20102719_20103705","NSC_P0vsNSC_P2",0.00303797336323589,0,0.391205480595986,FALSE,"positive","NSC_P0vsNSC_P2"
